scaled_features,Exited
"[-1.0652794878379066,-1.0189022035876123,0.9290961166453215,0.39769919030217993,-1.039040761758242,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-0.016251336863782034]",0
"[-1.0652794878379066,-1.0189022035876123,-1.0298124167932892,-0.10181757009597567,1.8992818774312432,-0.633479266806253,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,1.2124415188237516]",0
"[1.0732410343916199,0.3022212908102134,1.0494759706555155,0.2977958382225488,-1.7736214215556134,0.6142355578209884,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-1.1480511118374934]",1
"[-1.0652794878379066,-1.0189022035876123,0.8634343780943067,-0.40152762633486905,-0.6717504318595564,0.6639311598823674,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,0.11167951823936835]",1
"[-1.0652794878379066,-1.0189022035876123,-0.2528151772729464,0.2977958382225488,1.8992818774312432,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,1.1045710811122031]",0
"[-1.0652794878379066,0.3022212908102134,0.34908409277802344,-0.40152762633486905,1.1647012176338718,-0.1424260342025248,1.0097682876139518,0.7748578372390554,1.3051274493010556,-1.3034989899504734]",0
"[1.0732410343916199,-1.0189022035876123,-1.872471394864647,-0.3016242742552379,-0.3044601019608708,1.4656334527693562,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.8439000840809391]",1
"[-1.0652794878379066,-1.0189022035876123,0.6555055393494262,-0.3016242742552379,0.06283022793781484,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,-0.33054085348601187]",0
"[-1.0652794878379066,0.3022212908102134,-0.9532070551504385,-0.8011410346533935,1.1647012176338718,0.1748365655980117,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-1.718225553934445]",0
"[1.0732410343916199,0.3022212908102134,1.3121229248595752,-0.7012376825737624,0.7974108877351862,0.9008970804697781,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-0.5050429230279855]",1
"[1.0732410343916199,0.3022212908102134,0.38191496205353087,0.49760254238181106,-0.6717504318595564,0.3425234325359844,1.0097682876139518,0.7748578372390554,-0.7661605604670605,0.9287149030778489]",0
"[1.0732410343916199,-1.0189022035876123,-1.2377412555381697,1.996152823576278,1.1647012176338718,-0.2725412800480532,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-0.6275542256927206]",1
"[1.0732410343916199,0.3022212908102134,-0.19809706181376732,-1.200754442971918,-1.039040761758242,0.2433110563588998,1.0097682876139518,0.7748578372390554,1.3051274493010556,-1.1939918758152401]",0
"[-1.0652794878379066,1.623344785208039,0.08643713857396386,-0.7012376825737624,0.06283022793781484,1.18990144464727,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.2611314715785804]",0
"[-1.0652794878379066,0.3022212908102134,0.546069308431068,1.7963461194170156,-0.6717504318595564,0.4054635403989346,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,1.092138611879638]",0
"[-1.0652794878379066,1.623344785208039,-0.47168763910966266,-0.3016242742552379,0.7974108877351862,0.7598436881475273,-0.7320491812025733,0.7748578372390554,1.3051274493010556,1.6172239785030067]",0
"[1.0732410343916199,-1.0189022035876123,-0.4060259005586478,2.19595952773554,-1.039040761758242,0.7255570940716926,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,0.8145151862526692]",0
"[1.0732410343916199,-1.0189022035876123,0.11926800784947131,-0.3016242742552379,0.06283022793781484,0.46655706242577605,1.0097682876139518,0.7748578372390554,-0.7661605604670605,1.6523601140100108]",0
"[-1.0652794878379066,1.623344785208039,1.9687403103697239,0.8972159507003356,0.7974108877351862,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,1.3051274493010556,1.350081207078516]",0
"[-1.0652794878379066,1.623344785208039,-0.8984889396912594,-1.200754442971918,1.1647012176338718,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,0.9631634161940834]",0
"[1.0732410343916199,-1.0189022035876123,2.1985563952982763,-0.8011410346533935,-0.6717504318595564,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,-1.548356662925191]",0
"[1.0732410343916199,1.623344785208039,0.6883364086249336,0.2977958382225488,-1.039040761758242,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-0.9492684702511668]",0
"[-1.0652794878379066,-1.0189022035876123,-0.9532070551504385,-1.1008510908922868,-0.6717504318595564,0.47517288861346324,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,0.6950525334267805]",0
"[1.0732410343916199,-1.0189022035876123,1.1589122015738738,-1.200754442971918,-0.6717504318595564,-1.3342758555096281,2.751585756430477,0.7748578372390554,-0.7661605604670605,-1.6596730087628209]",0
"[-1.0652794878379066,1.623344785208039,1.5747698790636346,-1.6003678512904425,-0.6717504318595564,0.3092729981963752,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-1.5583958805311258]",0
"[-1.0652794878379066,1.623344785208039,-1.9490767565074976,-1.5004644992108114,1.1647012176338718,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,1.370819198461124]",0
"[-1.0652794878379066,-1.0189022035876123,0.6336182931657546,0.09798913406328658,-1.039040761758242,-1.0591350545303426,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-0.3989692431432642]",0
"[-1.0652794878379066,1.623344785208039,1.4762772712371124,-0.3016242742552379,1.8992818774312432,0.657063710740952,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,0.7835778958609845]",0
"[-1.0652794878379066,-1.0189022035876123,0.5898438007984114,-0.9010443867330247,-1.4063310916569278,0.7127306678116004,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-0.7672229977067944]",0
"[-1.0652794878379066,1.623344785208039,0.6007874238902472,-0.5014309784145001,1.1647012176338718,0.7406061660281487,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.8801691780853329]",0
"[-1.0652794878379066,-1.0189022035876123,0.14115525403314294,-0.3016242742552379,-1.7736214215556134,0.3802502658617864,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,1.37389574127173]",0
"[1.0732410343916199,0.3022212908102134,-0.14337894635458823,-1.3006577950515492,-1.039040761758242,0.5430126867474933,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.5782316829623009]",0
"[-1.0652794878379066,1.623344785208039,-0.09960445398724498,-0.5014309784145001,-0.3044601019608708,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.2557925676346475]",0
"[-1.0652794878379066,1.623344785208039,0.9838142321045007,-1.0009477388126558,-1.4063310916569278,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,-0.7287093871410693]",0
"[-1.0652794878379066,0.3022212908102134,1.2902356786759035,-1.8001745554497048,-1.039040761758242,0.9384159326602202,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,-1.2559293457212728]",0
"[1.0732410343916199,0.3022212908102134,1.137024955390202,0.49760254238181106,-0.6717504318595564,0.48189864348098443,2.751585756430477,0.7748578372390554,-0.7661605604670605,1.0229519145367214]",1
"[-1.0652794878379066,-1.0189022035876123,0.7102236548086053,-0.40152762633486905,1.5319915475325574,1.0837602184767487,1.0097682876139518,-1.2904782399831956,1.3051274493010556,0.8792287864660081]",0
"[-1.0652794878379066,-1.0189022035876123,0.6336182931657546,-1.200754442971918,-0.3044601019608708,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,0.6829901225027776]",0
"[1.0732410343916199,-1.0189022035876123,-0.7890527087729013,-0.6013343304941313,-0.3044601019608708,0.427219963254004,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.0844840440219976]",0
"[1.0732410343916199,-1.0189022035876123,-0.1762098156300957,0.09798913406328658,-1.4063310916569278,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-0.7565006621651564]",0
"[-1.0652794878379066,0.3022212908102134,2.1876127722064402,-0.0019142180163445482,1.8992818774312432,0.043939232507378835,-0.7320491812025733,0.7748578372390554,1.3051274493010556,1.6898782400059793]",0
"[1.0732410343916199,1.623344785208039,-0.3841386543749762,-0.0019142180163445482,0.7974108877351862,1.0598303357537249,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,0.6455206792711846]",0
"[1.0732410343916199,-1.0189022035876123,-0.9969815475177818,0.5975058944614422,1.5319915475325574,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,0.05640898832870369]",0
"[1.0732410343916199,-1.0189022035876123,2.0015711796452313,-1.4005611471311803,1.8992818774312432,0.27143378665334644,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.2061272242616705]",0
"[1.0732410343916199,-1.0189022035876123,-0.8984889396912594,-1.5004644992108114,-1.039040761758242,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,-0.3790631899618349]",0
"[1.0732410343916199,0.3022212908102134,-0.6796164778545432,0.39769919030217993,1.1647012176338718,0.8641147127696236,-0.7320491812025733,0.7748578372390554,1.3051274493010556,0.3946292887345246]",1
"[1.0732410343916199,1.623344785208039,0.6883364086249336,3.794413161009638,0.06283022793781484,0.42596702756541804,-0.7320491812025733,0.7748578372390554,1.3051274493010556,1.274892669855668]",0
"[1.0732410343916199,1.623344785208039,0.06454989239029224,-1.200754442971918,1.5319915475325574,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,1.3051274493010556,-0.25632181359215084]",0
"[1.0732410343916199,-1.0189022035876123,-0.08866083089540917,0.09798913406328658,0.4301205578365005,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,0.3570205538924053]",0
"[-1.0652794878379066,-1.0189022035876123,0.29436597731884434,-0.6013343304941313,0.06283022793781484,0.40574074000142696,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-0.28294106405751807]",0
"[-1.0652794878379066,-1.0189022035876123,-1.9381331334156617,-1.200754442971918,1.1647012176338718,0.33495223516756006,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,1.3979964816099557]",0
"[-1.0652794878379066,0.3022212908102134,-0.055829961619901725,-0.7012376825737624,1.5319915475325574,0.5019930087899703,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,0.7050988542118589]",0
"[-1.0652794878379066,-1.0189022035876123,-0.5592366238443492,-0.3016242742552379,-1.7736214215556134,0.7095075302479565,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,0.9975703497250858]",0
"[-1.0652794878379066,1.623344785208039,1.5638262559717988,-1.6003678512904425,1.1647012176338718,0.992477835628306,-0.7320491812025733,0.7748578372390554,1.3051274493010556,0.5216105700599446]",0
"[1.0732410343916199,-1.0189022035876123,0.5570129315229039,-0.40152762633486905,0.7974108877351862,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-1.4464584396390967]",0
"[-1.0652794878379066,-1.0189022035876123,-0.3622514081913045,-0.7012376825737624,1.8992818774312432,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-1.2970933083489784]",0
"[-1.0652794878379066,1.623344785208039,1.027588724471844,-0.6013343304941313,0.4301205578365005,-0.04130208826371751,-0.7320491812025733,0.7748578372390554,1.3051274493010556,1.6082528364927124]",0
"[-1.0652794878379066,-1.0189022035876123,-2.4305961725482734,-0.40152762633486905,0.06283022793781484,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,0.36302066128961885]",0
"[-1.0652794878379066,-1.0189022035876123,0.8962652473698142,-1.200754442971918,1.8992818774312432,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,1.0727763850233856]",0
"[1.0732410343916199,-1.0189022035876123,-0.4279131467423194,-1.0009477388126558,0.4301205578365005,0.42118020411250945,-0.7320491812025733,0.7748578372390554,1.3051274493010556,0.7034956147046312]",0
"[1.0732410343916199,1.623344785208039,0.8196598857269635,-0.0019142180163445482,-0.3044601019608708,0.9927721362638546,2.751585756430477,-1.2904782399831956,-0.7661605604670605,1.4727815236077841]",1
"[1.0732410343916199,1.623344785208039,0.04266264620662061,-0.3016242742552379,1.5319915475325574,1.1017571827981347,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.3092804333637542]",0
"[-1.0652794878379066,-1.0189022035876123,1.366841040318754,0.7973125986207045,-1.4063310916569278,0.9909335309098389,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-1.5993744675080066]",0
"[-1.0652794878379066,0.3022212908102134,-1.1173614015279758,0.7973125986207045,1.1647012176338718,0.6451721409546002,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-0.935711619734626]",1
"[-1.0652794878379066,1.623344785208039,0.7649417702677843,0.8972159507003356,-1.039040761758242,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-1.5550624105334419]",0
"[-1.0652794878379066,1.623344785208039,0.9947578551963365,0.19789248614291768,1.5319915475325574,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,1.7109888884212265]",1
"[-1.0652794878379066,-1.0189022035876123,-1.161135893895319,0.09798913406328658,-0.3044601019608708,0.12890009633635313,2.751585756430477,0.7748578372390554,-0.7661605604670605,-0.2520377303271061]",1
"[-1.0652794878379066,0.3022212908102134,0.42568945442087414,0.39769919030217993,1.5319915475325574,0.3497666158036922,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,0.5083037167996097]",0
"[1.0732410343916199,-1.0189022035876123,-1.9162458872319903,-1.1008510908922868,1.5319915475325574,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-0.6474824546529401]",0
"[-1.0652794878379066,0.3022212908102134,-1.57699357138508,0.19789248614291768,0.06283022793781484,0.8946555291382201,1.0097682876139518,0.7748578372390554,-0.7661605604670605,1.2220794934321997]",0
"[1.0732410343916199,-1.0189022035876123,0.42568945442087414,-0.2017209221756068,-1.7736214215556134,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-0.8196231502502938]",1
"[1.0732410343916199,0.3022212908102134,0.009831776931113164,1.396732711098491,-1.039040761758242,0.9603808252515935,2.751585756430477,0.7748578372390554,1.3051274493010556,1.37391306609891]",1
"[-1.0652794878379066,-1.0189022035876123,-0.4279131467423194,-0.40152762633486905,-1.7736214215556134,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.24225864642523773]",0
"[1.0732410343916199,1.623344785208039,0.6117310469820829,0.49760254238181106,0.06283022793781484,0.12118345875346008,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,0.6692724975900073]",0
"[1.0732410343916199,-1.0189022035876123,0.21776061567599364,-1.200754442971918,0.7974108877351862,1.0437677425714695,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-0.8711296882078541]",0
"[-1.0652794878379066,1.623344785208039,0.009831776931113164,-2.0998846116885983,1.1647012176338718,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,0.22415437527051763]",0
"[-1.0652794878379066,0.3022212908102134,-1.0845305322524683,-1.200754442971918,1.5319915475325574,1.032084968255385,1.0097682876139518,0.7748578372390554,-0.7661605604670605,0.8134493628845622]",0
"[1.0732410343916199,0.3022212908102134,-0.5920674931198566,0.39769919030217993,1.5319915475325574,0.39211610266506314,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.575132444628089]",1
"[1.0732410343916199,1.623344785208039,-0.8437708242320804,-1.5004644992108114,0.06283022793781484,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,0.32657459559954244]",0
"[1.0732410343916199,1.623344785208039,-0.29658966964028965,1.6964427673373845,-1.039040761758242,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,-1.1651640563809798]",0
"[-1.0652794878379066,1.623344785208039,0.14115525403314294,-2.0998846116885983,1.5319915475325574,0.36782693538087696,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-0.4751123783437245]",0
"[1.0732410343916199,0.3022212908102134,1.4653336481452766,1.6964427673373845,-0.6717504318595564,0.7429182256973499,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-0.06827588715402129]",1
"[-1.0652794878379066,1.623344785208039,0.7102236548086053,0.2977958382225488,0.7974108877351862,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,-1.621746016845407]",0
"[-1.0652794878379066,0.3022212908102134,0.23964786185966527,0.9971193027799666,-0.6717504318595564,0.24376610670517682,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,1.3144695050654234]",1
"[1.0732410343916199,-1.0189022035876123,-0.5373493776606776,-0.9010443867330247,-1.4063310916569278,-0.05519594472048066,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.6268420020473551]",0
"[1.0732410343916199,1.623344785208039,2.1657255260227686,-0.40152762633486905,1.5319915475325574,0.5014332349745968,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.2696772644166854]",0
"[-1.0652794878379066,1.623344785208039,0.009831776931113164,1.396732711098491,1.5319915475325574,0.6139132440646239,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-1.2243487844963985]",0
"[1.0732410343916199,1.623344785208039,0.6664491624412621,-1.3006577950515492,0.4301205578365005,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.9026986417985179]",0
"[1.0732410343916199,-1.0189022035876123,0.3600277158698592,-0.8011410346533935,1.1647012176338718,-0.1133679588333935,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-1.1739434125543924]",0
"[-1.0652794878379066,-1.0189022035876123,-0.07771720780357336,-1.5004644992108114,-1.4063310916569278,0.9136759495712755,1.0097682876139518,-1.2904782399831956,1.3051274493010556,0.2863600335012949]",0
"[1.0732410343916199,1.623344785208039,-1.2377412555381697,-1.3006577950515492,-0.3044601019608708,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,1.3051274493010556,0.6179130474152043]",0
"[1.0732410343916199,-1.0189022035876123,1.147968578482038,0.5975058944614422,-1.4063310916569278,1.6871292902531645,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.2663147133742616]",0
"[-1.0652794878379066,-1.0189022035876123,0.31625322350251595,1.8962494714966467,1.1647012176338718,1.6893262029664535,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.5873911458440404]",1
"[1.0732410343916199,0.3022212908102134,-1.2705721248136772,0.7973125986207045,-1.4063310916569278,0.33163512335559764,2.751585756430477,0.7748578372390554,-0.7661605604670605,-0.5391823612273304]",1
"[-1.0652794878379066,0.3022212908102134,1.0057014782881724,-0.3016242742552379,-0.3044601019608708,0.7506793259661891,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.7292173510739838]",0
"[-1.0652794878379066,-1.0189022035876123,1.1807994477575454,-1.0009477388126558,1.8992818774312432,-0.6903097455926507,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,1.593677459386266]",0
"[-1.0652794878379066,-1.0189022035876123,0.786829016451456,-0.10181757009597567,-0.6717504318595564,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,1.3051274493010556,0.7682409193517097]",0
"[-1.0652794878379066,-1.0189022035876123,0.5570129315229039,-0.40152762633486905,-0.6717504318595564,-0.07029029369779041,1.0097682876139518,0.7748578372390554,1.3051274493010556,1.2966271852976634]",0
"[-1.0652794878379066,-1.0189022035876123,0.15209887712497874,-1.5004644992108114,0.06283022793781484,0.9696751552841593,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.7340613122182296]",0
"[1.0732410343916199,1.623344785208039,0.30530960041068017,-0.6013343304941313,-1.7736214215556134,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-0.4139583371227669]",0
"[-1.0652794878379066,-1.0189022035876123,0.06454989239029224,-1.4005611471311803,-1.039040761758242,0.8105410850120378,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.8844438178956046]",0
"[-1.0652794878379066,1.623344785208039,2.0015711796452313,-1.200754442971918,1.1647012176338718,0.19396789844546025,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,-1.561199903810192]",0
"[1.0732410343916199,1.623344785208039,0.786829016451456,0.49760254238181106,0.7974108877351862,0.9122036320586258,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-0.5640053736106859]",0
"[-1.0652794878379066,1.623344785208039,-1.1720795169871547,1.29682935901886,1.1647012176338718,0.38837048782480627,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,0.6998998468234439]",1
"[1.0732410343916199,1.623344785208039,0.053606269298456424,1.29682935901886,0.06283022793781484,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,1.3051274493010556,-0.9250116332200502]",0
"[1.0732410343916199,1.623344785208039,1.8811913256350374,-0.3016242742552379,1.1647012176338718,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,1.3051274493010556,0.44542273680536015]",1
"[1.0732410343916199,-1.0189022035876123,-1.5441627021095725,-0.3016242742552379,-0.6717504318595564,1.3746686605348148,1.0097682876139518,-1.2904782399831956,1.3051274493010556,-1.3499007675794772]",0
"[1.0732410343916199,0.3022212908102134,-0.6686728547627073,0.09798913406328658,-1.039040761758242,1.3417551979799036,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.9014649408550375]",0
"[-1.0652794878379066,0.3022212908102134,0.45852032369638157,-0.3016242742552379,1.5319915475325574,1.3361838442771685,1.0097682876139518,-1.2904782399831956,1.3051274493010556,0.0516269895305086]",0
"[-1.0652794878379066,-1.0189022035876123,0.16304250021681457,-0.10181757009597567,0.7974108877351862,0.711475451985274,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.37321424310572615]",0
"[1.0732410343916199,-1.0189022035876123,-2.299272695446244,2.4956695839744336,1.5319915475325574,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.6062954500050851]",0
"[-1.0652794878379066,1.623344785208039,-1.8615277717728111,-0.40152762633486905,0.4301205578365005,0.5946219758413543,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,1.0313397296158682]",0
"[1.0732410343916199,-1.0189022035876123,2.1985563952982763,1.396732711098491,1.8992818774312432,0.2697697747034854,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.958898909983752]",1
"[-1.0652794878379066,-1.0189022035876123,-1.4347264711912144,-0.10181757009597567,-0.3044601019608708,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,1.3051274493010556,1.626545948263693]",0
"[1.0732410343916199,0.3022212908102134,0.7430545240841128,2.2958628798151715,1.8992818774312432,0.2677220481452391,1.0097682876139518,0.7748578372390554,1.3051274493010556,-1.366948051027952]",0
"[1.0732410343916199,-1.0189022035876123,0.5351256853392322,0.9971193027799666,0.4301205578365005,1.0148834462715859,4.493403225247002,0.7748578372390554,-0.7661605604670605,0.980798184532228]",1
"[-1.0652794878379066,-1.0189022035876123,2.1985563952982763,-0.7012376825737624,0.4301205578365005,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,-0.827000754656581]",0
"[-1.0652794878379066,1.623344785208039,0.5570129315229039,0.5975058944614422,-0.3044601019608708,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.368450608624342]",1
"[1.0732410343916199,-1.0189022035876123,-0.2528151772729464,-1.200754442971918,-0.3044601019608708,0.3883239078681007,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-1.0295537983820686]",0
"[-1.0652794878379066,1.623344785208039,1.366841040318754,-0.9010443867330247,1.5319915475325574,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-1.5579669178101516]",0
"[1.0732410343916199,1.623344785208039,0.7649417702677843,0.6974092465410733,0.06283022793781484,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-0.380585869022676]",0
"[-1.0652794878379066,1.623344785208039,-0.03394271543623009,-1.0009477388126558,-1.039040761758242,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,1.3051274493010556,1.2177640522299593]",1
"[1.0732410343916199,-1.0189022035876123,-1.7958660332217962,-1.6003678512904425,-0.6717504318595564,0.8557518190041872,-0.7320491812025733,0.7748578372390554,1.3051274493010556,0.22062773344977796]",0
"[-1.0652794878379066,0.3022212908102134,1.4762772712371124,-0.3016242742552379,-1.4063310916569278,0.9216764643029015,-0.7320491812025733,0.7748578372390554,1.3051274493010556,1.234176380762291]",0
"[-1.0652794878379066,0.3022212908102134,2.1985563952982763,-0.9010443867330247,-1.039040761758242,0.7609749622009416,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-0.7989367868526821]",0
"[1.0732410343916199,-1.0189022035876123,0.21776061567599364,-0.3016242742552379,1.5319915475325574,0.6504045684688593,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.523625967205782]",0
"[-1.0652794878379066,1.623344785208039,0.8962652473698142,2.895282992292958,-0.6717504318595564,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,0.7042428345009002]",0
"[1.0732410343916199,-1.0189022035876123,0.786829016451456,0.7973125986207045,-1.4063310916569278,0.621896006295268,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,1.4360625918896244]",0
"[1.0732410343916199,-1.0189022035876123,-1.4675573404667217,-0.40152762633486905,-1.7736214215556134,1.871819632925447,-0.7320491812025733,0.7748578372390554,1.3051274493010556,0.5585315092630218]",0
"[1.0732410343916199,-1.0189022035876123,1.366841040318754,-0.6013343304941313,-0.6717504318595564,0.6432325580720616,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-1.3189555077672899]",0
"[-1.0652794878379066,1.623344785208039,-0.7015037240382148,-0.5014309784145001,1.8992818774312432,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,1.3823008811780568]",0
"[1.0732410343916199,-1.0189022035876123,0.5022948160637248,-1.200754442971918,1.5319915475325574,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,0.19116443935455885]",0
"[1.0732410343916199,0.3022212908102134,0.8743780011861425,0.09798913406328658,-0.3044601019608708,0.2536088098644118,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-1.7069947347150771]",0
"[1.0732410343916199,-1.0189022035876123,0.6992800317167694,0.09798913406328658,-0.6717504318595564,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-0.3112631717863975]",0
"[-1.0652794878379066,1.623344785208039,-1.0298124167932892,-0.8011410346533935,0.06283022793781484,0.7397276615300034,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,0.36829087371774333]",0
"[1.0732410343916199,1.623344785208039,0.546069308431068,0.8972159507003356,-1.7736214215556134,1.2493418668120095,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,1.6156190065130607]",0
"[-1.0652794878379066,-1.0189022035876123,-0.6796164778545432,1.396732711098491,1.5319915475325574,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.6226239263738657]",0
"[1.0732410343916199,1.623344785208039,1.2355175632167243,2.795379640213327,1.5319915475325574,1.658323170104395,-0.7320491812025733,0.7748578372390554,1.3051274493010556,1.6711939336372763]",0
"[-1.0652794878379066,-1.0189022035876123,-1.5222754559259009,0.2977958382225488,0.4301205578365005,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,1.2991366865146716]",0
"[-1.0652794878379066,1.623344785208039,2.1110074105635896,0.49760254238181106,1.5319915475325574,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-1.4425222389038241]",0
"[-1.0652794878379066,-1.0189022035876123,-0.44980039292599105,-1.0009477388126558,0.7974108877351862,-0.0319439143744088,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-0.6865759271843764]",0
