Sex,Region,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1.0,1.0,705.0,43,10,146547.78,1,0,1,10072.55,1
0.0,0.0,639.0,43,6,99610.92,2,1,0,187296.78,0
0.0,1.0,729.0,46,5,117837.43,1,1,0,104016.61,1
1.0,2.0,556.0,48,8,168522.37,1,1,1,151310.16,0
0.0,0.0,570.0,32,9,117337.54,2,0,1,62810.91,0
0.0,0.0,841.0,74,9,108131.53,1,0,1,60830.38,0
0.0,1.0,705.0,35,4,136496.12,2,1,0,116672.02,0
0.0,0.0,553.0,32,3,116324.53,1,1,0,77304.49,0
1.0,1.0,779.0,40,2,75470.23,1,1,1,52894.01,0
0.0,0.0,696.0,28,4,172646.82,1,1,1,116471.43,0
1.0,2.0,728.0,37,4,0.0,1,0,0,4539.38,0
0.0,1.0,691.0,27,3,160358.68,2,1,0,142367.72,0
0.0,0.0,706.0,30,3,98415.37,1,1,1,110520.48,0
1.0,1.0,627.0,30,6,57809.32,1,1,0,188258.49,0
1.0,1.0,716.0,18,3,128743.8,1,0,0,197322.13,0
0.0,1.0,501.0,24,4,130806.42,2,1,0,80241.14,0
0.0,0.0,601.0,41,1,123971.16,1,0,1,172814.99,0
1.0,2.0,545.0,39,6,0.0,1,0,0,38410.74,1
0.0,0.0,634.0,45,9,0.0,2,0,0,17622.82,0
1.0,2.0,451.0,23,9,0.0,2,0,1,48021.71,0
1.0,0.0,655.0,59,7,0.0,1,1,0,88958.49,1
1.0,0.0,458.0,39,9,0.0,2,1,0,116343.09,0
0.0,0.0,520.0,33,4,156297.58,2,1,1,166102.61,0
1.0,2.0,624.0,28,2,0.0,2,0,1,104353.26,0
0.0,0.0,765.0,51,3,123372.3,1,1,1,115429.32,0
1.0,1.0,667.0,37,5,92171.35,3,1,0,178106.34,1
0.0,2.0,665.0,41,8,0.0,2,1,0,132152.32,0
0.0,1.0,709.0,34,4,148375.19,2,1,1,21521.38,0
1.0,0.0,583.0,44,8,0.0,2,1,1,27431.62,0
0.0,2.0,782.0,34,6,147422.44,1,0,1,42143.61,0
1.0,2.0,668.0,24,7,173962.32,1,0,0,106457.11,1
0.0,0.0,621.0,47,0,0.0,1,1,1,133831.37,1
1.0,1.0,579.0,64,6,145215.43,1,1,1,164083.72,0
1.0,0.0,547.0,38,5,167539.97,1,0,1,159207.34,0
1.0,0.0,840.0,39,1,94968.97,1,1,0,84487.62,0
1.0,1.0,667.0,27,3,106116.5,2,1,0,3674.71,0
0.0,0.0,723.0,34,5,0.0,2,0,1,12092.03,0
0.0,0.0,487.0,45,2,0.0,2,1,0,77475.73,0
1.0,0.0,668.0,31,9,0.0,2,0,0,41291.73,0
0.0,1.0,520.0,34,8,120018.86,2,1,1,343.38,0
0.0,0.0,549.0,37,2,112541.54,2,0,0,47432.43,0
1.0,0.0,567.0,35,5,166118.45,2,1,0,127827.18,0
1.0,0.0,720.0,45,1,102882.4,2,1,1,35633.15,1
1.0,0.0,492.0,49,8,0.0,1,1,1,182865.09,1
1.0,0.0,712.0,37,1,106881.5,2,0,0,169386.81,0
0.0,1.0,689.0,26,4,120727.97,1,0,1,149073.88,0
0.0,0.0,850.0,63,8,169832.57,1,0,0,184107.26,1
0.0,0.0,747.0,41,5,0.0,2,1,1,22750.17,0
0.0,1.0,469.0,38,9,113599.42,1,0,0,11950.29,0
0.0,2.0,539.0,38,6,0.0,1,1,1,152880.07,1
0.0,0.0,743.0,32,9,0.0,2,1,0,175252.78,0
0.0,0.0,707.0,47,3,0.0,2,1,0,174303.29,0
1.0,2.0,581.0,50,4,0.0,2,1,1,80701.72,0
0.0,2.0,737.0,38,6,146282.79,2,1,0,198516.2,0
1.0,1.0,445.0,38,6,119413.62,2,1,0,175756.36,0
1.0,1.0,703.0,29,3,122084.63,1,0,1,82824.08,0
1.0,1.0,588.0,35,1,103060.63,1,1,0,179866.01,1
0.0,0.0,765.0,44,6,0.0,2,1,1,159899.97,0
0.0,0.0,626.0,33,8,0.0,2,1,0,138504.28,0
0.0,1.0,545.0,37,9,110483.86,1,1,1,127394.67,0
0.0,0.0,744.0,31,9,120718.28,1,1,1,58961.49,0
1.0,2.0,658.0,31,2,36566.96,1,1,0,103644.98,1
0.0,1.0,629.0,28,8,108601.0,1,1,1,119647.7,0
1.0,0.0,719.0,42,4,0.0,1,1,0,28465.86,1
1.0,2.0,686.0,36,5,0.0,2,1,1,152979.14,0
0.0,0.0,743.0,36,4,0.0,2,1,1,190911.02,0
1.0,2.0,626.0,48,2,0.0,2,1,1,95794.98,0
0.0,1.0,661.0,44,1,141136.62,1,1,0,189742.78,1
0.0,1.0,710.0,45,9,108231.37,1,1,1,188574.08,0
0.0,0.0,654.0,40,6,0.0,1,0,0,183872.88,1
1.0,2.0,569.0,34,6,144855.34,1,0,0,196555.32,0
0.0,0.0,640.0,63,2,68432.45,2,1,1,112503.24,1
0.0,0.0,562.0,45,6,136855.24,1,1,0,46864.0,0
1.0,0.0,721.0,55,3,44020.89,1,1,0,65864.4,1
0.0,1.0,456.0,32,9,133060.63,1,1,1,125167.92,0
0.0,2.0,811.0,39,7,0.0,2,1,1,177519.39,0
0.0,0.0,534.0,24,1,0.0,1,1,1,169653.32,0
1.0,0.0,423.0,36,5,97665.61,1,1,0,118372.55,1
0.0,1.0,594.0,28,5,185013.02,1,1,0,16481.12,0
1.0,2.0,725.0,32,0,0.0,2,1,1,138525.19,0
1.0,0.0,716.0,52,7,65971.61,2,1,0,14608.0,1
1.0,1.0,595.0,41,9,150463.11,2,0,1,81548.38,0
1.0,0.0,679.0,33,1,0.0,2,0,0,69608.48,0
0.0,2.0,667.0,39,9,0.0,2,1,0,68873.8,0
1.0,0.0,661.0,37,5,136425.18,1,1,0,81102.81,0
0.0,2.0,655.0,38,3,250898.09,3,0,1,81054.0,1
0.0,0.0,555.0,55,4,146798.81,1,1,1,74149.77,0
0.0,2.0,531.0,70,1,0.0,2,0,0,99503.19,0
1.0,1.0,611.0,40,7,128486.91,2,1,0,10109.47,0
1.0,0.0,600.0,38,9,0.0,2,1,1,58855.85,0
0.0,2.0,531.0,37,1,143407.29,2,0,1,84402.46,0
1.0,0.0,601.0,43,2,0.0,1,1,0,49713.87,1
0.0,0.0,548.0,57,6,76165.65,1,1,1,133537.53,0
0.0,0.0,759.0,40,4,0.0,2,1,0,124615.59,0
1.0,2.0,678.0,49,8,0.0,2,0,1,98090.69,0
1.0,1.0,755.0,33,6,90560.3,2,1,1,42607.69,0
0.0,0.0,594.0,61,3,62391.22,1,1,1,192434.11,0
0.0,0.0,768.0,42,5,0.0,3,0,0,60686.4,0
1.0,0.0,492.0,31,7,0.0,2,1,1,49463.44,0
1.0,1.0,637.0,55,1,123378.2,1,1,0,81431.99,1
1.0,2.0,646.0,42,3,99836.47,1,0,1,22909.56,0
0.0,1.0,593.0,74,5,161434.36,2,1,1,65532.17,0
0.0,2.0,596.0,41,5,0.0,2,0,1,141053.85,0
1.0,1.0,722.0,48,10,138311.76,1,1,1,3472.63,1
0.0,0.0,642.0,25,7,0.0,2,1,0,102083.78,0
1.0,2.0,472.0,28,4,0.0,2,1,0,1801.77,0
0.0,1.0,738.0,35,6,101744.84,1,0,0,85185.44,0
0.0,2.0,732.0,33,8,0.0,1,1,0,119882.7,0
1.0,1.0,404.0,54,4,125456.07,1,1,0,83715.66,1
0.0,0.0,701.0,44,7,0.0,2,1,0,23425.78,0
0.0,0.0,683.0,31,2,0.0,2,0,1,77326.78,0
1.0,0.0,460.0,27,7,0.0,2,1,0,156150.08,1
0.0,0.0,690.0,29,5,0.0,2,1,0,108577.97,0
1.0,1.0,618.0,54,4,118449.21,1,1,1,133573.29,1
0.0,0.0,671.0,30,2,0.0,1,0,1,102057.86,0
1.0,2.0,765.0,32,9,178095.55,1,0,0,47247.56,0
1.0,1.0,651.0,25,2,109175.14,2,1,0,114566.47,0
0.0,0.0,704.0,32,7,127785.17,4,0,0,184464.7,1
1.0,0.0,544.0,45,6,0.0,2,0,1,151401.33,0
1.0,0.0,790.0,40,9,0.0,2,1,1,70607.1,0
0.0,1.0,710.0,34,9,134260.36,2,1,0,147074.67,0
0.0,0.0,743.0,37,8,69143.91,2,0,1,105780.18,0
0.0,0.0,702.0,34,4,100054.77,1,1,0,109496.45,0
1.0,0.0,704.0,45,6,0.0,1,1,1,137739.45,0
0.0,0.0,614.0,38,2,116248.88,1,1,0,105140.92,0
1.0,2.0,609.0,43,6,86053.52,2,1,1,113276.46,1
1.0,0.0,688.0,32,6,123157.95,1,1,0,172531.23,0
0.0,0.0,713.0,44,1,63438.91,1,1,0,64375.4,0
0.0,1.0,736.0,57,9,95295.39,1,1,0,28434.44,1
0.0,0.0,727.0,18,4,133550.67,1,1,1,46941.41,0
1.0,0.0,850.0,38,1,106871.81,2,1,0,29333.01,0
0.0,2.0,718.0,45,3,105266.32,2,1,1,193724.51,0
1.0,0.0,643.0,51,2,105229.53,1,1,0,34967.75,1
0.0,0.0,653.0,41,8,102768.42,1,1,0,55663.85,0
0.0,0.0,674.0,18,7,0.0,2,1,1,55753.12,1
0.0,0.0,690.0,35,6,112689.95,1,1,0,176962.31,0
0.0,0.0,819.0,38,9,122334.26,2,1,1,181507.44,0
0.0,2.0,634.0,34,1,0.0,2,1,0,61995.57,0
0.0,2.0,633.0,33,4,137847.41,2,1,0,98349.13,0
0.0,0.0,850.0,49,5,122486.47,1,0,1,59748.19,0
0.0,0.0,665.0,33,2,101286.11,1,1,1,159840.51,0
0.0,2.0,630.0,26,7,0.0,2,1,1,6656.64,0
0.0,2.0,836.0,57,4,101247.06,1,1,0,37141.62,1
0.0,0.0,668.0,38,10,86977.96,1,0,1,37094.75,0
0.0,0.0,753.0,57,7,0.0,1,1,0,159475.08,1
1.0,0.0,745.0,55,9,110123.59,1,0,1,51548.14,1
0.0,0.0,693.0,36,8,178111.82,1,0,0,58719.63,1
0.0,1.0,606.0,65,10,126306.64,3,0,0,7861.68,1
1.0,0.0,660.0,35,6,100768.77,1,1,0,19199.61,0
0.0,0.0,608.0,42,5,0.0,2,1,0,178504.29,0
1.0,0.0,744.0,44,3,0.0,2,1,1,189016.14,0
1.0,0.0,731.0,40,7,118991.79,1,1,1,156048.64,0
0.0,0.0,683.0,72,3,140997.26,1,0,1,52876.41,0
0.0,0.0,727.0,28,5,0.0,2,0,1,19653.08,0
0.0,1.0,561.0,32,6,166824.59,1,1,0,139451.98,0
1.0,0.0,700.0,34,2,76322.69,1,1,0,128136.29,0
0.0,0.0,605.0,35,6,0.0,2,1,1,45206.57,0
0.0,2.0,767.0,77,8,149083.7,1,1,1,190146.83,0
0.0,0.0,511.0,33,7,0.0,2,0,1,158313.87,0
0.0,0.0,667.0,40,9,0.0,1,1,1,96670.2,0
0.0,0.0,787.0,33,1,126588.81,2,0,1,62163.53,0
1.0,1.0,705.0,56,2,143249.67,1,1,0,88428.41,1
0.0,1.0,773.0,43,8,81844.91,2,1,1,35908.46,0
0.0,0.0,554.0,40,4,0.0,1,0,1,168780.04,0
0.0,1.0,526.0,58,9,190298.89,2,1,1,191263.76,0
0.0,1.0,661.0,35,2,117212.18,1,1,1,83052.03,0
1.0,0.0,698.0,46,0,0.0,2,1,1,125962.02,0
0.0,0.0,646.0,26,4,139848.17,1,1,0,164696.27,0
1.0,1.0,757.0,34,9,101861.36,2,0,0,187011.96,0
0.0,2.0,699.0,35,2,167455.66,2,1,1,55324.49,0
1.0,0.0,667.0,24,4,0.0,2,0,1,34335.55,0
1.0,2.0,774.0,43,1,116360.07,1,1,0,17004.14,0
0.0,2.0,745.0,40,3,88466.82,1,0,0,116331.42,0
1.0,0.0,649.0,42,7,0.0,2,0,1,22974.01,0
1.0,1.0,634.0,46,5,123642.36,1,1,1,49725.16,1
0.0,2.0,665.0,38,9,0.0,1,0,1,87412.74,0
0.0,0.0,713.0,38,9,72286.84,2,1,1,26136.89,0
1.0,0.0,652.0,40,1,0.0,2,1,0,126554.96,0
0.0,2.0,739.0,40,1,109681.61,1,1,1,193321.3,0
0.0,1.0,556.0,37,9,145018.64,2,1,0,90928.02,1
0.0,2.0,699.0,34,8,0.0,1,1,1,76510.46,0
1.0,2.0,708.0,32,8,187487.63,1,1,1,120115.5,0
0.0,0.0,480.0,35,2,165692.91,1,1,1,197984.58,0
1.0,1.0,700.0,59,5,137648.41,1,1,0,142977.05,1
1.0,2.0,525.0,47,6,118560.0,1,1,0,82522.61,1
0.0,0.0,845.0,33,8,164385.53,1,1,0,150664.97,0
0.0,0.0,613.0,37,9,108286.5,1,1,1,114153.44,0
1.0,0.0,850.0,34,2,0.0,2,1,1,171706.66,0
1.0,2.0,798.0,58,9,0.0,2,0,0,119071.56,1
0.0,1.0,773.0,47,2,118079.47,4,1,1,143007.49,1
0.0,2.0,614.0,35,2,127283.78,1,1,1,31302.35,0
0.0,2.0,473.0,48,8,0.0,2,1,0,71139.8,0
0.0,0.0,762.0,29,6,141389.06,1,1,0,54122.89,0
0.0,0.0,701.0,37,8,130091.5,1,1,1,120031.29,0
0.0,0.0,600.0,35,4,143744.77,2,1,0,104076.51,0
0.0,2.0,850.0,28,9,97408.03,1,1,1,175853.64,0
0.0,2.0,613.0,30,9,111927.45,1,1,1,175795.87,0
0.0,0.0,509.0,31,3,0.0,2,1,0,15360.91,0
0.0,2.0,509.0,38,2,0.0,1,0,0,168460.12,0
0.0,0.0,609.0,34,1,0.0,1,1,1,181177.9,0
1.0,0.0,456.0,33,1,188285.68,1,0,0,58363.94,0
1.0,0.0,728.0,46,2,109705.52,1,1,0,20276.87,1
0.0,2.0,663.0,33,9,0.0,2,0,0,91514.62,0
1.0,1.0,673.0,34,1,127122.79,3,0,1,76703.1,0
0.0,0.0,717.0,40,0,98241.04,1,1,0,110887.14,0
1.0,1.0,741.0,37,8,170840.08,2,0,0,109843.16,0
1.0,1.0,498.0,41,4,87541.06,2,1,1,12577.21,1
1.0,0.0,850.0,26,4,62610.96,2,0,1,179365.1,0
0.0,0.0,493.0,36,9,0.0,2,1,1,65816.53,0
1.0,0.0,686.0,47,5,113328.93,1,1,0,124170.9,0
0.0,2.0,666.0,35,2,104832.49,1,1,0,175015.12,0
1.0,2.0,733.0,31,9,102289.85,1,1,1,115441.66,0
1.0,1.0,631.0,34,6,125227.82,2,0,1,128247.03,0
1.0,1.0,714.0,49,5,140510.89,1,1,0,141914.94,0
1.0,1.0,767.0,35,6,132253.22,1,1,0,115566.57,1
0.0,1.0,711.0,43,2,39043.29,2,1,1,175423.69,0
0.0,0.0,722.0,34,8,0.0,2,1,1,133447.49,0
0.0,2.0,631.0,55,9,99685.06,1,1,0,114474.98,0
0.0,1.0,701.0,38,3,125385.49,2,0,1,52044.66,0
0.0,2.0,790.0,46,2,131365.37,2,1,1,180290.68,0
0.0,2.0,633.0,58,6,98308.51,1,1,1,132034.13,0
1.0,0.0,644.0,37,8,0.0,2,1,0,20968.88,0
0.0,2.0,757.0,44,5,140856.16,2,1,0,158735.1,0
1.0,0.0,696.0,30,8,0.0,2,1,1,196134.44,0
0.0,0.0,746.0,35,2,172274.01,1,1,0,22374.97,0
0.0,2.0,649.0,36,8,0.0,2,1,0,161668.15,0
0.0,2.0,565.0,38,0,122447.76,1,0,0,67339.34,0
1.0,0.0,720.0,38,10,0.0,2,1,1,56229.72,1
1.0,2.0,648.0,56,6,157559.59,2,1,0,140991.23,1
0.0,1.0,632.0,41,3,126550.7,1,0,0,177644.52,1
1.0,0.0,622.0,30,2,158584.82,3,1,0,142342.55,1
0.0,0.0,835.0,28,2,163569.61,2,1,1,154559.28,0
1.0,0.0,493.0,31,3,0.0,1,1,1,176570.28,1
1.0,1.0,785.0,33,6,127211.45,1,0,0,191961.83,0
0.0,1.0,681.0,42,3,118199.97,2,1,0,9452.88,1
1.0,1.0,621.0,30,2,101014.08,2,1,1,165257.31,0
0.0,2.0,756.0,38,6,119208.85,1,1,0,169763.89,1
1.0,0.0,515.0,66,6,0.0,2,1,1,160663.11,0
1.0,0.0,625.0,58,10,53772.73,1,1,1,192072.1,1
1.0,2.0,717.0,39,6,0.0,2,1,0,93275.61,0
1.0,1.0,595.0,41,2,138878.81,1,0,1,112269.67,0
1.0,2.0,539.0,37,1,130922.81,2,0,0,2186.83,0
0.0,0.0,762.0,35,9,0.0,2,1,1,43075.7,0
0.0,2.0,706.0,20,8,0.0,2,1,1,12368.11,0
1.0,2.0,677.0,25,8,130866.19,1,1,0,42410.21,0
1.0,1.0,733.0,33,7,187257.94,1,0,1,190430.81,0
1.0,2.0,684.0,41,7,0.0,1,1,1,138394.37,0
0.0,0.0,679.0,36,6,147733.64,1,0,1,172501.38,0
0.0,2.0,478.0,43,1,0.0,2,1,1,197916.43,0
0.0,0.0,696.0,33,2,163139.27,1,1,1,7035.36,0
1.0,2.0,686.0,35,4,0.0,2,1,1,159676.55,0
1.0,0.0,466.0,36,5,119540.15,1,0,1,80603.99,0
1.0,0.0,686.0,41,4,129553.76,2,1,0,187599.8,0
0.0,0.0,576.0,55,9,0.0,2,1,1,94450.97,0
1.0,1.0,763.0,61,1,66101.89,1,1,1,143981.27,0
0.0,0.0,572.0,43,2,140431.98,1,1,0,26450.57,1
1.0,0.0,757.0,49,2,0.0,2,0,0,164482.92,0
1.0,0.0,582.0,29,0,0.0,1,1,1,84012.81,0
1.0,0.0,623.0,35,5,0.0,2,1,0,101192.08,0
1.0,1.0,617.0,37,4,116471.43,2,1,0,175324.74,1
0.0,0.0,425.0,39,4,0.0,2,1,0,197226.32,0
1.0,0.0,659.0,56,9,123785.24,1,1,0,99504.03,1
1.0,0.0,605.0,33,4,0.0,2,0,1,83700.66,0
1.0,0.0,538.0,38,8,88758.95,2,0,0,28226.15,1
0.0,1.0,665.0,25,5,153611.83,2,1,0,35321.65,0
1.0,1.0,491.0,57,4,112044.72,1,1,1,41229.73,1
1.0,2.0,726.0,27,7,123826.07,1,0,1,78970.58,0
1.0,0.0,580.0,65,9,106804.26,3,1,0,107890.69,1
1.0,0.0,550.0,48,6,0.0,2,1,1,191870.28,0
1.0,0.0,542.0,59,2,68892.77,2,1,0,7905.06,1
1.0,0.0,732.0,43,6,0.0,2,1,0,65731.53,0
1.0,0.0,473.0,33,5,125827.43,1,0,1,145698.73,0
0.0,2.0,745.0,34,9,0.0,2,1,0,50046.25,0
0.0,0.0,732.0,36,7,0.0,2,1,1,60830.24,0
1.0,1.0,848.0,40,5,148495.64,1,0,0,158853.98,0
0.0,0.0,572.0,37,1,133043.66,1,0,0,111243.09,0
0.0,0.0,702.0,45,9,74989.58,1,1,1,171014.69,0
0.0,1.0,664.0,39,7,60263.23,1,1,0,170835.32,0
0.0,1.0,630.0,50,3,129370.91,4,1,1,47775.34,1
0.0,1.0,618.0,44,5,157955.83,2,0,0,139297.71,0
0.0,0.0,556.0,26,4,0.0,1,1,0,195167.38,0
1.0,0.0,619.0,30,7,70729.17,1,1,1,160948.87,0
0.0,0.0,644.0,48,8,0.0,2,0,1,44965.54,1
0.0,2.0,658.0,50,2,0.0,2,1,0,52137.73,0
0.0,2.0,598.0,27,8,90721.52,2,1,0,109296.18,0
0.0,0.0,677.0,27,2,0.0,2,1,1,20092.89,0
1.0,2.0,689.0,45,0,57784.22,1,1,0,197804.0,1
0.0,0.0,591.0,33,9,131765.72,1,1,0,118782.06,0
0.0,0.0,699.0,40,7,0.0,1,0,1,152876.13,1
0.0,1.0,749.0,47,9,110022.74,1,0,1,135655.29,1
1.0,0.0,709.0,40,9,131569.63,1,1,1,103970.58,0
0.0,1.0,607.0,61,2,164523.5,2,1,1,35786.76,0
1.0,1.0,650.0,25,2,114330.95,1,1,1,25325.07,0
1.0,2.0,651.0,45,10,135923.16,1,1,0,18732.84,0
1.0,0.0,676.0,61,8,0.0,2,1,1,118522.73,0
1.0,0.0,723.0,49,4,0.0,2,0,1,89972.25,0
0.0,2.0,714.0,45,0,124693.48,1,0,1,187194.15,0
1.0,2.0,759.0,35,7,147936.42,1,1,1,106785.7,0
0.0,0.0,582.0,29,0,0.0,1,1,0,142516.35,0
1.0,0.0,697.0,34,2,126558.92,1,1,0,73334.43,0
0.0,1.0,610.0,57,6,106938.11,2,0,1,186612.47,0
1.0,1.0,488.0,33,4,140002.35,1,1,0,123613.81,0
0.0,1.0,599.0,46,9,123444.72,1,1,1,31368.08,1
0.0,0.0,781.0,32,6,147107.91,1,1,1,40066.95,0
0.0,0.0,645.0,19,9,128514.84,1,0,0,175969.19,0
1.0,0.0,545.0,55,5,0.0,1,0,0,10034.77,1
1.0,1.0,597.0,40,9,106756.01,2,1,0,151167.94,0
1.0,2.0,561.0,28,3,0.0,2,1,0,191387.76,0
1.0,0.0,662.0,37,6,0.0,2,1,0,51229.17,0
1.0,1.0,649.0,50,5,155393.32,1,1,1,87351.42,1
1.0,0.0,630.0,36,2,110414.48,1,1,1,48984.95,0
0.0,2.0,672.0,33,2,0.0,2,1,1,182738.0,0
1.0,1.0,636.0,37,9,157098.52,1,1,1,153535.27,0
1.0,1.0,593.0,38,5,85626.6,1,1,1,125079.65,0
0.0,1.0,545.0,45,6,93796.42,2,1,1,162321.26,0
1.0,2.0,567.0,41,1,0.0,2,1,0,3414.72,0
0.0,0.0,583.0,51,6,125268.03,2,1,0,165082.25,0
1.0,0.0,681.0,29,2,148143.84,1,1,1,52021.39,0
0.0,2.0,762.0,29,10,115545.33,2,1,0,148256.43,0
0.0,2.0,648.0,35,7,0.0,2,0,0,122899.01,0
0.0,0.0,644.0,30,5,44928.88,1,1,1,10771.46,0
0.0,2.0,706.0,29,2,0.0,2,1,1,18255.51,0
0.0,0.0,850.0,35,3,162442.35,1,1,0,183566.78,0
1.0,2.0,484.0,39,5,0.0,2,1,1,175224.12,0
0.0,1.0,508.0,28,0,96213.82,2,1,0,147913.56,0
1.0,0.0,439.0,29,6,156569.43,1,1,0,180598.66,0
0.0,2.0,484.0,36,8,0.0,2,1,0,186136.48,0
1.0,2.0,803.0,37,1,0.0,2,0,0,7455.2,0
1.0,1.0,724.0,48,6,110463.25,2,1,1,80552.11,1
0.0,0.0,640.0,33,7,154575.76,1,1,0,25722.28,1
1.0,2.0,701.0,35,9,0.0,2,0,0,170996.86,0
0.0,0.0,537.0,37,3,0.0,2,1,1,20603.32,0
0.0,1.0,651.0,26,5,147037.32,1,0,0,141763.26,0
0.0,1.0,523.0,41,0,119276.31,1,0,0,122284.38,1
1.0,0.0,717.0,25,7,108664.85,2,1,0,190011.85,0
0.0,2.0,593.0,44,5,0.0,1,1,0,128046.98,0
0.0,1.0,706.0,38,5,163034.82,2,1,1,135662.17,0
1.0,1.0,714.0,49,4,93059.34,1,1,0,7571.51,1
0.0,2.0,794.0,38,9,179581.31,1,1,0,23596.24,0
0.0,1.0,518.0,46,4,113625.93,1,0,0,92727.42,1
0.0,1.0,589.0,55,7,119961.48,1,1,0,65156.83,1
0.0,0.0,824.0,45,3,129209.48,1,0,0,60151.77,0
1.0,1.0,719.0,42,5,137227.04,3,1,0,149097.38,1
1.0,1.0,617.0,58,3,119024.75,2,1,0,35199.24,1
0.0,0.0,651.0,35,7,74623.5,3,1,0,129451.29,1
1.0,2.0,637.0,45,2,157929.45,1,1,1,145134.49,1
1.0,0.0,554.0,26,7,92606.86,2,1,0,192709.69,0
0.0,1.0,731.0,35,2,127862.93,2,1,0,139083.7,0
1.0,2.0,569.0,42,1,0.0,1,1,1,83629.6,1
1.0,1.0,625.0,37,4,142711.81,1,1,0,35625.41,0
1.0,0.0,592.0,38,4,0.0,2,1,0,35338.96,0
0.0,0.0,669.0,43,1,163159.85,1,0,1,15602.8,0
0.0,1.0,663.0,32,3,108586.86,1,1,1,182355.21,0
1.0,1.0,518.0,41,5,110624.99,1,1,0,89327.67,0
1.0,1.0,686.0,43,5,154846.24,2,1,1,151903.6,0
0.0,1.0,709.0,45,4,122917.71,1,1,1,11.58,1
1.0,0.0,571.0,33,9,0.0,2,0,1,77519.62,0
1.0,0.0,707.0,31,2,82787.93,2,0,0,91423.69,0
0.0,1.0,701.0,32,5,102500.34,1,0,0,106287.77,0
0.0,0.0,672.0,34,9,0.0,2,1,0,161800.77,0
0.0,1.0,620.0,39,9,159492.79,1,1,0,80582.34,1
0.0,2.0,557.0,48,10,0.0,2,1,1,185094.48,0
1.0,2.0,648.0,54,7,118241.02,1,1,0,172586.89,1
1.0,0.0,479.0,35,2,113090.4,1,1,0,195649.79,0
1.0,0.0,730.0,22,9,65763.57,1,1,1,145792.01,0
1.0,1.0,737.0,43,1,125537.38,1,1,0,138510.01,1
0.0,0.0,616.0,31,3,94263.91,2,1,0,168895.06,0
0.0,2.0,639.0,29,4,133434.57,2,1,0,97983.44,0
1.0,2.0,815.0,39,6,0.0,1,1,1,85167.88,0
0.0,2.0,786.0,31,9,0.0,2,1,1,18210.36,0
0.0,0.0,549.0,50,9,94748.76,2,0,1,13608.18,0
1.0,0.0,622.0,38,4,98640.74,1,1,1,110457.99,0
0.0,0.0,624.0,26,9,74681.9,2,0,0,31231.35,0
0.0,0.0,841.0,34,4,0.0,2,1,0,141582.66,0
1.0,2.0,614.0,41,7,179915.85,1,0,0,14666.35,1
0.0,0.0,676.0,30,1,128207.23,1,1,1,55400.17,0
0.0,0.0,697.0,42,9,132739.26,2,0,0,174667.65,0
1.0,0.0,732.0,40,10,0.0,2,1,0,154189.08,0
0.0,0.0,623.0,27,4,120509.81,1,0,0,142170.44,0
0.0,0.0,541.0,46,4,124547.13,2,1,0,94499.06,0
1.0,2.0,773.0,39,4,0.0,2,0,1,182081.45,0
0.0,1.0,762.0,34,4,88815.56,2,1,0,68562.26,1
1.0,2.0,655.0,35,1,82231.51,2,1,0,88798.02,0
0.0,1.0,602.0,32,7,184715.86,2,1,0,113781.99,0
0.0,0.0,850.0,31,3,0.0,2,1,0,121866.87,0
0.0,2.0,649.0,51,4,0.0,1,1,1,150390.57,0
0.0,1.0,850.0,28,4,147972.19,1,1,0,60708.72,1
0.0,0.0,543.0,43,9,0.0,2,1,1,78858.07,0
0.0,0.0,672.0,52,8,170008.84,1,0,0,56407.42,1
1.0,0.0,600.0,27,3,0.0,2,0,1,125698.97,0
1.0,2.0,671.0,34,10,0.0,1,1,0,23235.38,0
1.0,2.0,706.0,42,8,95386.82,1,1,1,75732.25,0
0.0,1.0,541.0,51,7,90373.28,2,1,0,179861.79,0
0.0,1.0,711.0,34,4,133467.77,2,1,1,42976.64,0
0.0,2.0,630.0,30,3,0.0,2,0,1,10486.69,0
0.0,0.0,531.0,31,3,96288.26,1,1,0,56794.73,0
1.0,0.0,641.0,26,4,91547.84,2,0,1,28157.34,0
0.0,1.0,631.0,37,8,138292.64,2,0,0,152422.91,1
0.0,0.0,685.0,35,9,0.0,1,1,0,167033.83,0
0.0,2.0,702.0,32,8,71667.74,1,1,1,126082.18,0
1.0,1.0,708.0,43,0,118994.84,1,1,0,181499.77,1
0.0,2.0,653.0,55,7,0.0,2,1,1,41967.03,0
0.0,1.0,654.0,37,2,145610.07,2,0,0,186300.59,0
1.0,0.0,596.0,33,1,138162.81,1,1,0,85412.54,0
1.0,1.0,549.0,31,9,135020.21,2,1,1,23343.18,0
0.0,0.0,754.0,38,2,0.0,2,1,0,180698.32,0
1.0,1.0,815.0,25,8,135161.67,1,1,1,136071.05,0
1.0,0.0,556.0,52,9,0.0,1,1,0,175149.2,1
0.0,0.0,706.0,32,6,94486.47,1,1,1,146949.74,0
0.0,0.0,850.0,46,9,117640.39,1,1,0,88920.68,0
1.0,2.0,732.0,33,8,111379.55,1,1,1,45098.62,0
0.0,0.0,614.0,40,6,0.0,1,1,1,20339.79,1
1.0,2.0,580.0,57,0,136820.99,1,0,1,108528.74,0
1.0,0.0,593.0,46,7,98752.51,1,1,0,145560.38,0
